Date,Regime,AccelZ,DivZ,SignalStrength
2022-03-15,STABLE,0.324,0.0,0.324
2022-03-16,STABLE,0.0,0.0,0.0
2022-03-17,STABLE,0.0,0.0,0.0
2022-03-18,FRAGILE_DIV,0.0,1.6176,1.6176
2022-03-21,FRAGILE_DIV,0.0,2.0929,2.0929
2022-03-22,STABLE,0.0,0.8641,0.8641
2022-03-23,FRAGILE_BOTH,1.6581,1.1451,1.6581
2022-03-24,FRAGILE_BOTH,2.5915,1.0758,2.5915
2022-03-25,STABLE,0.0,0.0,0.0
2022-03-28,STABLE,0.516,0.608,0.608
2022-03-29,FRAGILE_ACCEL,2.7268,0.0,2.7268
2022-03-30,STABLE,0.2932,0.2205,0.2932
2022-03-31,STABLE,0.1186,0.5459,0.5459
2022-04-01,FRAGILE_DIV,0.0,1.6716,1.6716
2022-04-04,FRAGILE_DIV,0.0363,1.002,1.002
2022-04-05,STABLE,0.5236,0.4802,0.5236
2022-04-06,FRAGILE_DIV,0.0,1.3507,1.3507
2022-04-07,FRAGILE_ACCEL,2.6752,0.4222,2.6752
2022-04-08,FRAGILE_BOTH,2.5622,1.7746,2.5622
2022-04-11,FRAGILE_BOTH,2.2879,1.0053,2.2879
2022-04-12,STABLE,0.6438,0.786,0.786
2022-04-13,STABLE,0.0,0.1121,0.1121
2022-04-14,STABLE,0.0425,0.2969,0.2969
2022-04-18,STABLE,0.0,0.4929,0.4929
2022-04-19,STABLE,0.0,0.6476,0.6476
2022-04-20,FRAGILE_BOTH,1.3457,1.2718,1.3457
2022-04-21,FRAGILE_ACCEL,1.6233,0.6863,1.6233
2022-04-22,STABLE,0.2571,0.6786,0.6786
2022-04-25,STABLE,0.0,0.0,0.0
2022-04-26,STABLE,0.0,0.0,0.0
2022-04-27,STABLE,0.0,0.5717,0.5717
2022-04-28,STABLE,0.0,0.0,0.0
2022-04-29,STABLE,0.0,0.5412,0.5412
2022-05-02,STABLE,0.0,0.3695,0.3695
2022-05-03,STABLE,0.0,0.0,0.0
2022-05-04,FRAGILE_DIV,0.0,2.0991,2.0991
2022-05-05,STABLE,0.0,0.0066,0.0066
2022-05-06,STABLE,0.4124,0.0,0.4124
2022-05-09,STABLE,0.0184,0.0,0.0184
2022-05-10,STABLE,0.0613,0.0,0.0613
2022-05-11,STABLE,0.3346,0.0,0.3346
2022-05-12,STABLE,0.0423,0.0,0.0423
2022-05-13,STABLE,0.0,0.0,0.0
2022-05-16,STABLE,0.008,0.0,0.008
2022-05-17,STABLE,0.0,0.8176,0.8176
2022-05-18,FRAGILE_DIV,0.0,1.384,1.384
2022-05-19,STABLE,0.0,0.2043,0.2043
2022-05-20,STABLE,0.0,0.5139,0.5139
2022-05-23,STABLE,0.0,0.0,0.0
2022-05-24,STABLE,0.0,0.6268,0.6268
2022-05-25,STABLE,0.093,0.0,0.093
2022-05-26,FRAGILE_DIV,0.0,1.6093,1.6093
2022-05-27,STABLE,0.0,0.57,0.57
2022-05-30,STABLE,0.0,0.895,0.895
2022-05-31,STABLE,0.0,0.0,0.0
2022-06-01,FRAGILE_DIV,0.0,2.0273,2.0273
2022-06-02,STABLE,0.0,0.0,0.0
2022-06-03,STABLE,0.3161,0.0,0.3161
2022-06-06,STABLE,0.0,0.0,0.0
2022-06-07,STABLE,0.8455,0.6141,0.8455
2022-06-08,STABLE,0.0,0.8297,0.8297
2022-06-09,STABLE,0.0,0.0,0.0
2022-06-10,STABLE,0.0,0.0,0.0
2022-06-13,STABLE,0.0,0.0,0.0
2022-06-14,STABLE,0.1845,0.2143,0.2143
2022-06-15,STABLE,0.5427,0.0,0.5427
2022-06-16,FRAGILE_DIV,0.0,1.5017,1.5017
2022-06-17,STABLE,0.0,0.0,0.0
2022-06-20,STABLE,0.0,0.0684,0.0684
2022-06-21,STABLE,0.0,0.1084,0.1084
2022-06-22,STABLE,0.0,0.0,0.0
2022-06-23,STABLE,0.0,0.0,0.0
2022-06-24,STABLE,0.0,0.0,0.0
2022-06-27,STABLE,0.0,0.0,0.0
2022-06-28,STABLE,0.0,0.0,0.0
2022-06-29,STABLE,0.0,0.0,0.0
2022-06-30,STABLE,0.0,0.0,0.0
2022-07-01,FRAGILE_DIV,0.0,1.5641,1.5641
2022-07-04,STABLE,0.0,0.0,0.0
2022-07-05,STABLE,0.0,0.3363,0.3363
2022-07-06,STABLE,0.0,0.0,0.0
2022-07-07,FRAGILE_BOTH,1.6952,4.1125,4.1125
2022-07-08,STABLE,0.0,0.395,0.395
2022-07-11,STABLE,0.0,0.4477,0.4477
2022-07-12,STABLE,0.0,0.3583,0.3583
2022-07-13,STABLE,0.4136,0.0,0.4136
2022-07-14,STABLE,0.0,0.0,0.0
2022-07-15,STABLE,0.0704,0.0,0.0704
2022-07-18,STABLE,0.1208,0.0,0.1208
2022-07-19,FRAGILE_BOTH,1.7974,1.384,1.7974
2022-07-20,FRAGILE_DIV,0.0,4.1867,4.1867
2022-07-21,STABLE,0.0,0.0,0.0
2022-07-22,STABLE,0.0,0.0,0.0
2022-07-25,STABLE,0.0,0.0,0.0
2022-07-26,FRAGILE_BOTH,1.0193,1.252,1.252
2022-07-27,FRAGILE_ACCEL,1.0423,0.0,1.0423
2022-07-28,STABLE,0.0,0.0,0.0
2022-07-29,FRAGILE_BOTH,1.7846,3.0751,3.0751
2022-08-01,FRAGILE_DIV,0.3314,2.4436,2.4436
2022-08-02,STABLE,0.0,0.0827,0.0827
2022-08-03,STABLE,0.0,0.0,0.0
2022-08-04,STABLE,0.0,0.0,0.0
2022-08-05,STABLE,0.6969,0.0,0.6969
2022-08-08,STABLE,0.0,0.0,0.0
2022-08-09,STABLE,0.6286,0.0,0.6286
2022-08-10,STABLE,0.7357,0.1178,0.7357
2022-08-11,STABLE,0.8595,0.0,0.8595
2022-08-12,STABLE,0.6112,0.0,0.6112
2022-08-15,STABLE,0.0856,0.0,0.0856
2022-08-16,STABLE,0.0,0.0,0.0
2022-08-17,FRAGILE_DIV,0.0,1.4871,1.4871
2022-08-18,STABLE,0.8847,0.0,0.8847
2022-08-19,STABLE,0.2254,0.8055,0.8055
2022-08-22,STABLE,0.0,0.0,0.0
2022-08-23,STABLE,0.2355,0.4574,0.4574
2022-08-24,STABLE,0.4936,0.0,0.4936
2022-08-25,STABLE,0.0,0.2063,0.2063
2022-08-26,STABLE,0.0,0.0,0.0
2022-08-29,STABLE,0.5832,0.4861,0.5832
2022-08-30,FRAGILE_BOTH,1.5776,3.4608,3.4608
2022-08-31,STABLE,0.0,0.0,0.0
2022-09-01,STABLE,0.0,0.8386,0.8386
2022-09-02,STABLE,0.3486,0.0495,0.3486
2022-09-05,STABLE,0.0,0.0,0.0
2022-09-06,FRAGILE_DIV,0.0,1.1237,1.1237
2022-09-07,FRAGILE_DIV,0.0,1.0407,1.0407
2022-09-08,FRAGILE_DIV,0.0,1.1012,1.1012
2022-09-09,FRAGILE_BOTH,1.8582,2.851,2.851
2022-09-12,STABLE,0.6258,0.916,0.916
2022-09-13,STABLE,0.4704,0.3072,0.4704
2022-09-14,STABLE,0.0,0.251,0.251
2022-09-15,FRAGILE_DIV,0.0,1.0013,1.0013
2022-09-16,FRAGILE_DIV,0.0,1.3827,1.3827
2022-09-19,STABLE,0.0,0.1101,0.1101
2022-09-20,FRAGILE_DIV,0.7946,1.784,1.784
2022-09-21,STABLE,0.0,0.6396,0.6396
2022-09-22,STABLE,0.0,0.447,0.447
2022-09-23,STABLE,0.0,0.6585,0.6585
2022-09-26,FRAGILE_DIV,0.3006,1.1261,1.1261
2022-09-27,FRAGILE_DIV,0.6032,1.251,1.251
2022-09-28,STABLE,0.1683,0.1895,0.1895
2022-09-29,FRAGILE_DIV,0.9087,1.7408,1.7408
2022-09-30,FRAGILE_DIV,0.4172,1.1718,1.1718
2022-10-03,STABLE,0.0,0.4412,0.4412
2022-10-04,FRAGILE_ACCEL,1.4566,0.8317,1.4566
2022-10-05,STABLE,0.0,0.7455,0.7455
2022-10-06,STABLE,0.0,0.8533,0.8533
2022-10-07,STABLE,0.2098,0.2629,0.2629
2022-10-10,FRAGILE_DIV,0.7712,1.4136,1.4136
2022-10-11,FRAGILE_DIV,0.0,1.154,1.154
2022-10-12,STABLE,0.3787,0.248,0.3787
2022-10-13,STABLE,0.4313,0.0,0.4313
2022-10-14,STABLE,0.1379,0.0,0.1379
2022-10-17,STABLE,0.0,0.7525,0.7525
2022-10-18,STABLE,0.0,0.7976,0.7976
2022-10-19,STABLE,0.0,0.5839,0.5839
2022-10-20,STABLE,0.2704,0.7975,0.7975
2022-10-21,STABLE,0.2218,0.2223,0.2223
2022-10-24,STABLE,0.0,0.7036,0.7036
2022-10-25,FRAGILE_BOTH,1.7164,1.1912,1.7164
2022-10-26,STABLE,0.0,0.1032,0.1032
2022-10-27,STABLE,0.3317,0.3664,0.3664
2022-10-28,STABLE,0.3098,0.0854,0.3098
2022-10-31,STABLE,0.5879,0.1511,0.5879
2022-11-01,FRAGILE_DIV,0.6449,2.7141,2.7141
2022-11-02,STABLE,0.841,0.6998,0.841
2022-11-03,STABLE,0.0,0.5559,0.5559
2022-11-04,STABLE,0.4517,0.0,0.4517
2022-11-07,FRAGILE_DIV,0.5376,1.4525,1.4525
2022-11-08,FRAGILE_ACCEL,1.137,0.7219,1.137
2022-11-09,FRAGILE_BOTH,1.9861,1.1796,1.9861
2022-11-10,STABLE,0.4981,0.2955,0.4981
2022-11-11,FRAGILE_BOTH,1.2037,1.1011,1.2037
2022-11-14,FRAGILE_DIV,0.8203,3.7587,3.7587
2022-11-15,STABLE,0.4189,0.0838,0.4189
2022-11-16,FRAGILE_DIV,0.0,1.3319,1.3319
2022-11-17,STABLE,0.0,0.848,0.848
2022-11-18,STABLE,0.0571,0.8846,0.8846
2022-11-21,STABLE,0.0,0.883,0.883
2022-11-22,FRAGILE_DIV,0.0,1.2041,1.2041
2022-11-23,FRAGILE_ACCEL,2.0847,0.2936,2.0847
2022-11-24,STABLE,0.0,0.0,0.0
2022-11-25,STABLE,0.0,0.4056,0.4056
2022-11-28,FRAGILE_DIV,0.0,1.8656,1.8656
2022-11-29,FRAGILE_DIV,0.0,1.5609,1.5609
2022-11-30,FRAGILE_DIV,0.0,1.2649,1.2649
2022-12-01,FRAGILE_DIV,0.0,2.7306,2.7306
2022-12-02,FRAGILE_ACCEL,1.4777,0.787,1.4777
2022-12-05,STABLE,0.0,0.5954,0.5954
2022-12-06,STABLE,0.3462,0.0,0.3462
2022-12-07,FRAGILE_BOTH,1.9628,1.6585,1.9628
2022-12-08,STABLE,0.1437,0.5943,0.5943
2022-12-09,STABLE,0.6329,0.6977,0.6977
2022-12-12,FRAGILE_BOTH,2.2337,3.2774,3.2774
2022-12-13,STABLE,0.6722,0.2939,0.6722
2022-12-14,FRAGILE_ACCEL,1.4773,0.8199,1.4773
2022-12-15,FRAGILE_BOTH,3.1964,1.845,3.1964
2022-12-16,STABLE,0.2838,0.4999,0.4999
2022-12-19,FRAGILE_DIV,0.0,1.1953,1.1953
2022-12-20,STABLE,0.0,0.8624,0.8624
2022-12-21,STABLE,0.1862,0.0,0.1862
2022-12-22,STABLE,0.0,0.9935,0.9935
2022-12-23,STABLE,0.0788,0.0,0.0788
2022-12-27,FRAGILE_DIV,0.0,1.3236,1.3236
2022-12-28,STABLE,0.9666,0.6446,0.9666
2022-12-29,FRAGILE_DIV,0.0,1.9656,1.9656
2022-12-30,FRAGILE_ACCEL,1.0726,0.6846,1.0726
2023-01-03,STABLE,0.7279,0.4241,0.7279
2023-01-04,STABLE,0.8683,0.2729,0.8683
2023-01-05,FRAGILE_DIV,0.0,1.0419,1.0419
2023-01-06,FRAGILE_DIV,0.0,1.1693,1.1693
2023-01-09,STABLE,0.0,0.786,0.786
2023-01-10,STABLE,0.0,0.9896,0.9896
2023-01-11,FRAGILE_DIV,0.0,1.8384,1.8384
2023-01-12,STABLE,0.0,0.4231,0.4231
2023-01-13,FRAGILE_ACCEL,2.0576,0.8904,2.0576
2023-01-16,STABLE,0.0,0.0,0.0
2023-01-17,FRAGILE_DIV,0.3214,2.3595,2.3595
2023-01-18,STABLE,0.0,0.0,0.0
2023-01-19,FRAGILE_ACCEL,2.8564,0.5184,2.8564
2023-01-20,FRAGILE_ACCEL,1.7297,0.813,1.7297
2023-01-23,STABLE,0.6368,0.7891,0.7891
2023-01-24,STABLE,0.2524,0.0,0.2524
2023-01-25,FRAGILE_BOTH,2.7014,4.0013,4.0013
2023-01-26,FRAGILE_DIV,0.0,3.1093,3.1093
2023-01-27,FRAGILE_DIV,0.0,1.1348,1.1348
2023-01-30,FRAGILE_BOTH,2.8756,1.0802,2.8756
2023-01-31,FRAGILE_ACCEL,1.4207,0.0,1.4207
2023-02-01,FRAGILE_BOTH,2.0943,2.6388,2.6388
2023-02-02,FRAGILE_DIV,0.2174,1.132,1.132
2023-02-03,STABLE,0.9316,0.8085,0.9316
2023-02-06,STABLE,0.1281,0.5798,0.5798
2023-02-07,FRAGILE_DIV,0.8648,1.671,1.671
2023-02-08,STABLE,0.0,0.0,0.0
2023-02-09,FRAGILE_BOTH,1.042,1.083,1.083
2023-02-10,FRAGILE_ACCEL,1.0715,0.8825,1.0715
2023-02-13,FRAGILE_DIV,0.8062,1.1483,1.1483
2023-02-14,STABLE,0.8512,0.5107,0.8512
2023-02-15,STABLE,0.3999,0.8949,0.8949
2023-02-16,FRAGILE_DIV,0.1,2.2259,2.2259
2023-02-17,FRAGILE_BOTH,1.4318,1.8602,1.8602
2023-02-20,STABLE,0.0,0.0,0.0
2023-02-21,STABLE,0.0,0.0,0.0
2023-02-22,FRAGILE_DIV,0.1073,2.6848,2.6848
2023-02-23,FRAGILE_DIV,0.0,1.0658,1.0658
2023-02-24,FRAGILE_DIV,0.5673,1.0188,1.0188
2023-02-27,STABLE,0.0,0.8829,0.8829
2023-02-28,STABLE,0.0,0.9019,0.9019
2023-03-01,FRAGILE_DIV,0.0,2.3175,2.3175
2023-03-02,STABLE,0.3766,0.1866,0.3766
2023-03-03,STABLE,0.396,0.52,0.52
2023-03-06,FRAGILE_BOTH,1.7142,1.2675,1.7142
2023-03-07,FRAGILE_DIV,0.0,1.04,1.04
2023-03-08,STABLE,0.0,0.5465,0.5465
2023-03-09,STABLE,0.6419,0.7037,0.7037
2023-03-10,STABLE,0.2757,0.0,0.2757
2023-03-13,STABLE,0.317,0.3743,0.3743
2023-03-14,STABLE,0.6402,0.2555,0.6402
2023-03-15,STABLE,0.3816,0.0,0.3816
2023-03-16,STABLE,0.0,0.919,0.919
2023-03-17,STABLE,0.0,0.9502,0.9502
2023-03-20,FRAGILE_DIV,0.0,1.8651,1.8651
2023-03-21,FRAGILE_DIV,0.0,1.4031,1.4031
2023-03-22,FRAGILE_BOTH,1.8491,1.1203,1.8491
2023-03-23,STABLE,0.0,0.478,0.478
2023-03-24,FRAGILE_DIV,0.0,1.0033,1.0033
2023-03-27,STABLE,0.0,0.9506,0.9506
2023-03-28,FRAGILE_BOTH,1.1185,1.1026,1.1185
2023-03-29,STABLE,0.3319,0.8474,0.8474
2023-03-30,STABLE,0.0,0.1445,0.1445
2023-03-31,FRAGILE_BOTH,1.7936,1.4414,1.7936
2023-04-03,FRAGILE_ACCEL,1.5185,0.7933,1.5185
2023-04-04,FRAGILE_BOTH,1.0,1.1074,1.1074
2023-04-05,STABLE,0.5751,0.7414,0.7414
2023-04-17,FRAGILE_BOTH,4.2066,1.5211,4.2066
2023-04-18,FRAGILE_ACCEL,1.8221,0.6686,1.8221
2023-04-19,FRAGILE_DIV,0.5205,1.4583,1.4583
2023-04-20,FRAGILE_BOTH,2.3961,1.0868,2.3961
2023-04-21,STABLE,0.6765,0.8592,0.8592
2023-04-24,FRAGILE_BOTH,3.968,4.9249,4.9249
2023-04-25,FRAGILE_BOTH,1.3914,1.3125,1.3914
2023-04-26,STABLE,0.6073,0.9888,0.9888
2023-04-27,STABLE,0.9749,0.953,0.9749
2023-04-28,STABLE,0.3022,0.9864,0.9864
2023-05-01,FRAGILE_DIV,0.0,2.2735,2.2735
2023-05-02,FRAGILE_BOTH,2.1209,3.511,3.511
2023-05-03,FRAGILE_DIV,0.0,1.1553,1.1553
2023-05-04,STABLE,0.8768,0.9482,0.9482
2023-05-05,STABLE,0.4585,0.7277,0.7277
2023-05-08,FRAGILE_BOTH,3.044,1.1716,3.044
2023-05-09,FRAGILE_DIV,0.9681,1.1048,1.1048
2023-05-10,FRAGILE_DIV,0.7742,1.0976,1.0976
2023-05-11,STABLE,0.5921,0.0,0.5921
2023-05-12,FRAGILE_BOTH,3.2006,1.4794,3.2006
2023-05-15,FRAGILE_DIV,0.0,1.0116,1.0116
2023-05-16,STABLE,0.3948,0.8835,0.8835
2023-05-17,FRAGILE_ACCEL,1.4641,0.735,1.4641
2023-05-18,FRAGILE_DIV,0.6373,2.7242,2.7242
2023-05-19,FRAGILE_ACCEL,1.7916,0.3479,1.7916
2023-05-22,FRAGILE_BOTH,3.1192,1.7092,3.1192
2023-05-23,FRAGILE_DIV,0.2265,2.4386,2.4386
2023-05-24,FRAGILE_BOTH,1.9218,1.0485,1.9218
2023-05-25,STABLE,0.6556,0.7012,0.7012
2023-05-26,STABLE,0.0,0.7799,0.7799
2023-05-29,STABLE,0.0,0.0,0.0
2023-05-30,STABLE,0.2921,0.707,0.707
2023-05-31,FRAGILE_ACCEL,2.4035,0.8346,2.4035
2023-06-01,FRAGILE_DIV,0.0,1.8724,1.8724
2023-06-02,STABLE,0.0,0.0,0.0
2023-06-05,FRAGILE_ACCEL,2.4478,0.9679,2.4478
2023-06-06,STABLE,0.0,0.3859,0.3859
2023-06-07,FRAGILE_BOTH,2.4411,1.2944,2.4411
2023-06-08,FRAGILE_BOTH,1.1663,1.7678,1.7678
2023-06-09,FRAGILE_ACCEL,1.5095,0.7421,1.5095
2023-06-12,FRAGILE_BOTH,1.8935,1.0477,1.8935
2023-06-13,FRAGILE_DIV,0.0,1.2053,1.2053
2023-06-14,FRAGILE_DIV,0.0,2.0529,2.0529
2023-06-15,FRAGILE_ACCEL,1.0963,0.4799,1.0963
2023-06-16,STABLE,0.5755,0.6255,0.6255
2023-06-19,STABLE,0.0,0.5759,0.5759
2023-06-20,FRAGILE_ACCEL,1.0474,0.2158,1.0474
2023-06-21,FRAGILE_DIV,0.174,2.4624,2.4624
2023-06-22,FRAGILE_DIV,0.0,1.646,1.646
2023-06-23,FRAGILE_DIV,0.9419,1.4689,1.4689
2023-06-26,FRAGILE_BOTH,1.3616,2.0482,2.0482
2023-06-27,FRAGILE_BOTH,2.4291,1.2912,2.4291
2023-06-28,FRAGILE_ACCEL,1.9826,0.9469,1.9826
2023-06-29,FRAGILE_BOTH,2.3521,1.9493,2.3521
2023-06-30,FRAGILE_DIV,0.0,1.6308,1.6308
2023-07-03,STABLE,0.0621,0.737,0.737
2023-07-04,STABLE,0.0,0.0,0.0
2023-07-05,FRAGILE_BOTH,1.556,2.7955,2.7955
2023-07-06,FRAGILE_DIV,0.5783,1.6831,1.6831
2023-07-07,FRAGILE_ACCEL,1.0885,0.0464,1.0885
2023-07-10,FRAGILE_BOTH,1.5742,1.4616,1.5742
2023-07-11,FRAGILE_BOTH,3.8537,1.0492,3.8537
2023-07-12,STABLE,0.0,0.8093,0.8093
2023-07-13,FRAGILE_DIV,0.0,1.6659,1.6659
2023-07-14,FRAGILE_DIV,0.0,1.9444,1.9444
2023-07-17,FRAGILE_DIV,0.0,1.5655,1.5655
2023-07-18,STABLE,0.0,0.6058,0.6058
2023-07-19,FRAGILE_DIV,0.0,1.6267,1.6267
2023-07-20,FRAGILE_DIV,0.0,1.971,1.971
2023-07-21,FRAGILE_BOTH,2.7484,3.5914,3.5914
2023-07-24,FRAGILE_BOTH,2.0499,1.4209,2.0499
2023-07-25,FRAGILE_DIV,0.1801,1.2478,1.2478
2023-07-26,STABLE,0.4486,0.7206,0.7206
2023-07-27,STABLE,0.5471,0.6288,0.6288
2023-07-28,FRAGILE_ACCEL,1.2211,0.4286,1.2211
2023-07-31,STABLE,0.1082,0.0,0.1082
2023-08-01,FRAGILE_BOTH,1.8642,3.896,3.896
2023-08-02,STABLE,0.3669,0.2655,0.3669
2023-08-03,STABLE,0.2403,0.0,0.2403
2023-08-04,STABLE,0.0,0.0,0.0
2023-08-07,FRAGILE_ACCEL,1.4194,0.0,1.4194
2023-08-08,FRAGILE_BOTH,1.0008,1.2251,1.2251
2023-08-09,FRAGILE_ACCEL,1.5404,0.8698,1.5404
2023-08-10,STABLE,0.0,0.0,0.0
2023-08-11,FRAGILE_DIV,0.0,1.3439,1.3439
2023-08-14,STABLE,0.1791,0.0,0.1791
2023-08-15,FRAGILE_DIV,0.0,2.1764,2.1764
2023-08-16,FRAGILE_BOTH,2.1056,2.0196,2.1056
2023-08-17,STABLE,0.2853,0.0,0.2853
2023-08-18,FRAGILE_DIV,0.6596,3.54,3.54
2023-08-21,FRAGILE_DIV,0.0,2.6248,2.6248
2023-08-22,FRAGILE_DIV,0.0249,1.7644,1.7644
2023-08-23,STABLE,0.0,0.8242,0.8242
2023-08-24,STABLE,0.0,0.0,0.0
2023-08-25,STABLE,0.0,0.2952,0.2952
2023-08-28,FRAGILE_DIV,0.0,1.1136,1.1136
2023-08-29,FRAGILE_DIV,0.4656,4.1594,4.1594
2023-08-30,STABLE,0.0,0.0,0.0
2023-08-31,FRAGILE_BOTH,1.7767,1.9839,1.9839
2023-09-01,FRAGILE_DIV,0.0,2.858,2.858
2023-09-04,STABLE,0.2655,0.0,0.2655
2023-09-05,STABLE,0.0,0.1196,0.1196
2023-09-06,FRAGILE_BOTH,1.6776,1.8491,1.8491
2023-09-07,FRAGILE_DIV,0.0,1.7713,1.7713
2023-09-08,FRAGILE_DIV,0.0,1.8283,1.8283
2023-09-11,FRAGILE_DIV,0.0908,1.5032,1.5032
2023-09-12,FRAGILE_BOTH,1.0511,1.6631,1.6631
2023-09-13,FRAGILE_DIV,0.0,1.1168,1.1168
2023-09-14,STABLE,0.0,0.8584,0.8584
2023-09-15,STABLE,0.0,0.0,0.0
2023-09-18,STABLE,0.5551,0.4944,0.5551
2023-09-19,STABLE,0.0,0.0,0.0
2023-09-20,FRAGILE_DIV,0.8759,2.9264,2.9264
2023-09-21,FRAGILE_DIV,0.0,1.4516,1.4516
2023-09-22,FRAGILE_DIV,0.2621,2.2264,2.2264
2023-09-25,STABLE,0.0,0.6805,0.6805
2023-09-26,FRAGILE_DIV,0.6992,1.3058,1.3058
2023-09-27,STABLE,0.6995,0.0,0.6995
2023-09-28,STABLE,0.7421,0.0,0.7421
2023-09-29,FRAGILE_DIV,0.0,1.9366,1.9366
2023-10-02,STABLE,0.0,0.5799,0.5799
2023-10-03,STABLE,0.0,0.0,0.0
2023-10-04,STABLE,0.2864,0.3809,0.3809
2023-10-05,FRAGILE_DIV,0.0,1.1408,1.1408
2023-10-06,STABLE,0.0342,0.0,0.0342
2023-10-09,STABLE,0.0,0.0,0.0
2023-10-10,STABLE,0.0,0.5757,0.5757
2023-10-11,FRAGILE_ACCEL,3.5,0.0,3.5
2023-10-12,STABLE,0.0,0.4195,0.4195
2023-10-13,STABLE,0.1161,0.3365,0.3365
2023-10-16,STABLE,0.0,0.0,0.0
2023-10-17,FRAGILE_BOTH,1.1071,1.8248,1.8248
2023-10-18,FRAGILE_DIV,0.1839,1.4219,1.4219
2023-10-19,STABLE,0.6953,0.9799,0.9799
2023-10-20,STABLE,0.4539,0.0445,0.4539
2023-10-23,FRAGILE_DIV,0.186,1.1746,1.1746
2023-10-24,FRAGILE_DIV,0.0,1.0592,1.0592
2023-10-25,STABLE,0.0,0.5983,0.5983
2023-10-26,STABLE,0.0,0.0,0.0
2023-10-27,FRAGILE_DIV,0.0,1.4699,1.4699
2023-10-30,STABLE,0.0,0.0,0.0
2023-10-31,STABLE,0.0,0.5571,0.5571
2023-11-01,FRAGILE_DIV,0.0,2.8225,2.8225
2023-11-02,FRAGILE_BOTH,1.0623,1.2078,1.2078
2023-11-03,STABLE,0.4604,0.0,0.4604
2023-11-06,STABLE,0.7163,0.7548,0.7548
2023-11-07,FRAGILE_DIV,0.2309,1.1707,1.1707
2023-11-08,STABLE,0.0,0.9846,0.9846
2023-11-09,STABLE,0.3621,0.4532,0.4532
2023-11-10,STABLE,0.0,0.5864,0.5864
2023-11-13,STABLE,0.909,0.0,0.909
2023-11-14,STABLE,0.5975,0.0,0.5975
2023-11-15,FRAGILE_ACCEL,1.4544,0.8645,1.4544
2023-11-16,FRAGILE_DIV,0.0,1.084,1.084
2023-11-17,STABLE,0.9375,0.7059,0.9375
2023-11-20,FRAGILE_ACCEL,1.1743,0.675,1.1743
2023-11-21,FRAGILE_BOTH,2.7664,1.102,2.7664
2023-11-22,FRAGILE_BOTH,2.0934,1.0357,2.0934
2023-11-23,STABLE,0.0,0.0,0.0
2023-11-24,FRAGILE_DIV,0.0,2.9894,2.9894
2023-11-27,FRAGILE_BOTH,3.0364,1.1573,3.0364
2023-11-28,FRAGILE_DIV,0.0,1.0863,1.0863
2023-11-29,FRAGILE_BOTH,2.1437,1.7998,2.1437
2023-11-30,STABLE,0.0,0.6343,0.6343
2023-12-01,FRAGILE_DIV,0.0,2.876,2.876
2023-12-04,STABLE,0.7668,0.0,0.7668
2023-12-05,STABLE,0.5729,0.8339,0.8339
2023-12-06,FRAGILE_ACCEL,1.1763,0.8753,1.1763
2023-12-07,STABLE,0.2648,0.0,0.2648
2023-12-08,FRAGILE_DIV,0.1725,2.2073,2.2073
2023-12-11,FRAGILE_BOTH,1.2143,1.3001,1.3001
2023-12-12,FRAGILE_DIV,0.3635,1.9224,1.9224
2023-12-13,STABLE,0.0,0.8006,0.8006
2023-12-14,FRAGILE_ACCEL,1.2101,0.8647,1.2101
2023-12-15,FRAGILE_BOTH,1.6732,1.2366,1.6732
2023-12-18,FRAGILE_ACCEL,1.9674,0.5112,1.9674
2023-12-19,FRAGILE_ACCEL,1.1235,0.6925,1.1235
2023-12-20,FRAGILE_DIV,0.9298,1.1309,1.1309
2023-12-21,FRAGILE_DIV,0.0,1.2406,1.2406
2023-12-22,FRAGILE_ACCEL,2.1286,0.0,2.1286
2023-12-26,STABLE,0.6996,0.6011,0.6996
2023-12-27,FRAGILE_DIV,0.0,3.2423,3.2423
2023-12-28,FRAGILE_DIV,0.0,1.5631,1.5631
2023-12-29,FRAGILE_DIV,0.5269,2.1808,2.1808
2024-01-02,STABLE,0.8503,0.459,0.8503
2024-01-03,FRAGILE_DIV,0.0,1.0144,1.0144
2024-01-04,STABLE,0.0,0.5878,0.5878
2024-01-05,FRAGILE_ACCEL,1.17,0.4445,1.17
2024-01-08,STABLE,0.0,0.7584,0.7584
2024-01-09,FRAGILE_DIV,0.3703,1.0561,1.0561
2024-01-10,STABLE,0.0,0.8571,0.8571
2024-01-11,FRAGILE_DIV,0.0,1.3468,1.3468
2024-01-12,STABLE,0.2109,0.76,0.76
2024-01-15,STABLE,0.0888,0.6452,0.6452
2024-01-16,FRAGILE_ACCEL,1.5444,0.436,1.5444
2024-01-17,STABLE,0.0,0.1887,0.1887
2024-01-18,STABLE,0.0,0.6889,0.6889
2024-01-19,FRAGILE_DIV,0.0,1.0303,1.0303
2024-01-22,STABLE,0.5511,0.0,0.5511
2024-01-23,FRAGILE_DIV,0.0,1.0793,1.0793
2024-01-24,STABLE,0.0,0.8424,0.8424
2024-01-25,STABLE,0.0,0.6334,0.6334
2024-01-26,FRAGILE_DIV,0.0,1.0417,1.0417
2024-01-29,FRAGILE_ACCEL,1.1877,0.633,1.1877
2024-01-30,FRAGILE_ACCEL,1.2258,0.5601,1.2258
2024-01-31,STABLE,0.0,0.9117,0.9117
2024-02-01,FRAGILE_DIV,0.0,2.2408,2.2408
